-1.01162, -1.11807
-0.17213, -3.90395
3.56313, 5.42965
-5.40911, 1.61764
-2.86096, -4.65607
-4.17330, 6.25867
5.06614, -5.88304
-1.65629, -5.09298
-2.59224, -4.72412
2.10271, -4.02150
-4.63681, -0.40053
-5.28750, -4.55176
4.51408, 1.22256
-4.21860, -5.11457
2.40228, -0.81348
4.16456, -3.08719
-4.05344, 2.45192
4.82526, 1.07962
5.94550, 3.88702
0.42673, 4.20571
6.23308, -1.75008
0.56579, -4.59827
0.35643, -1.96353
1.75553, -1.67686
0.71302, 6.21526
5.90126, 6.06323
5.62047, -0.27556
3.23272, 2.10436
-1.22608, 2.50493
-5.73419, -1.98003
-4.02803, 1.34723
-3.40841, -1.74884
-2.48372, 2.11162
0.23750, 3.48789
6.16107, 1.78058
0.17917, -0.30700
2.19481, -1.02537
-3.47564, -4.12438
-5.02421, -4.35144
-0.84819, 1.87646
-1.83614, 0.21120
-0.70910, 2.13748
4.89869, 2.97389
4.87235, -3.65312
0.29738, 6.27091
-2.19841, -5.41197
1.53683, 4.42550
-4.48628, -5.44597
-4.75781, 1.68023
5.58388, -5.02938
2.02466, -0.63102
1.39339, -3.47570
0.24431, -1.50500
-0.63159, 0.15721
-1.02393, -1.30519
-4.64257, -5.42922
-0.95869, 1.93959
-3.72901, 0.09842
-4.37570, -6.20422
4.98988, -5.21601
4.88394, 5.25180
5.09254, 0.93239
-5.41156, 2.47772
-3.26855, -3.55732
2.00445, 2.34356
-6.03718, 1.49027
1.36551, 2.01078
4.19671, -5.34554
4.89363, 5.60477
1.00802, 2.88832
3.47610, -5.61492
-4.53304, -3.41746
1.88990, 5.26682
-5.00569, -1.48073
0.30862, -4.36978
-4.49301, -3.30592
-3.55090, 2.33351
5.59340, -5.35583
6.02631, -6.10835
-2.80312, -3.93680
5.88687, -3.48650
-2.85298, 1.33435
-1.40154, -4.25859
-5.99124, -5.07368
5.11409, -2.63848
0.55004, -3.06117
4.25637, 6.13577
-4.59884, 1.18012
-0.93963, 2.07084
-1.77276, 1.02423
-2.38010, -0.82809
-4.46770, -5.52478
-4.62049, -2.18363
2.30044, 5.88286
3.63588, 2.91496
4.82198, 5.06082
-3.11093, -5.75409
-3.71086, 4.06938
0.86372, 4.72336
3.11863, -1.17352
